pays,geo_code,annee,type_energie,siec_code,siec_label,valeur,unite,unite_label
Pologne,PL,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,13129.897,THS_T,Thousand tonnes
Pologne,PL,2020,Gaz naturel,G3000,Natural gas,673200.874,TJ_GCV,Terajoule (gross calorific value - GCV)
Pologne,PL,2020,Pétrole brut,O4100_TOT,Crude oil,24905.809,THS_T,Thousand tonnes
Pologne,PL,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),32838.519,THS_T,Thousand tonnes
Pologne,PL,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,12745.818,THS_T,Thousand tonnes
Pologne,PL,2021,Gaz naturel,G3000,Natural gas,713103.271,TJ_GCV,Terajoule (gross calorific value - GCV)
Pologne,PL,2021,Pétrole brut,O4100_TOT,Crude oil,23619.551,THS_T,Thousand tonnes
Pologne,PL,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),33836.427,THS_T,Thousand tonnes
Pologne,PL,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,20510.756,THS_T,Thousand tonnes
Pologne,PL,2022,Gaz naturel,G3000,Natural gas,591899.527,TJ_GCV,Terajoule (gross calorific value - GCV)
Pologne,PL,2022,Pétrole brut,O4100_TOT,Crude oil,26290.806,THS_T,Thousand tonnes
Pologne,PL,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),37222.939,THS_T,Thousand tonnes
Pologne,PL,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,17305.672,THS_T,Thousand tonnes
Pologne,PL,2023,Gaz naturel,G3000,Natural gas,623619.648,TJ_GCV,Terajoule (gross calorific value - GCV)
Pologne,PL,2023,Pétrole brut,O4100_TOT,Crude oil,24493.09,THS_T,Thousand tonnes
Pologne,PL,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),37285.436,THS_T,Thousand tonnes
Portugal,PT,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2584.372,THS_T,Thousand tonnes
Portugal,PT,2019,Gaz naturel,G3000,Natural gas,245614.868,TJ_GCV,Terajoule (gross calorific value - GCV)
Portugal,PT,2019,Pétrole brut,O4100_TOT,Crude oil,11165.476,THS_T,Thousand tonnes
Portugal,PT,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),16095.912,THS_T,Thousand tonnes
Portugal,PT,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,15.467,THS_T,Thousand tonnes
Portugal,PT,2020,Gaz naturel,G3000,Natural gas,239447.544,TJ_GCV,Terajoule (gross calorific value - GCV)
Portugal,PT,2020,Pétrole brut,O4100_TOT,Crude oil,10715.795,THS_T,Thousand tonnes
Portugal,PT,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),14373.807,THS_T,Thousand tonnes
Portugal,PT,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,12.151,THS_T,Thousand tonnes
Portugal,PT,2021,Gaz naturel,G3000,Natural gas,230624.003,TJ_GCV,Terajoule (gross calorific value - GCV)
Portugal,PT,2021,Pétrole brut,O4100_TOT,Crude oil,9365.934,THS_T,Thousand tonnes
Portugal,PT,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),14330.111,THS_T,Thousand tonnes
Portugal,PT,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,10.004,THS_T,Thousand tonnes
Portugal,PT,2022,Gaz naturel,G3000,Natural gas,232259.86,TJ_GCV,Terajoule (gross calorific value - GCV)
Portugal,PT,2022,Pétrole brut,O4100_TOT,Crude oil,10064.341,THS_T,Thousand tonnes
Portugal,PT,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),15059.931,THS_T,Thousand tonnes
Portugal,PT,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,5.868,THS_T,Thousand tonnes
Portugal,PT,2023,Gaz naturel,G3000,Natural gas,172724.837,TJ_GCV,Terajoule (gross calorific value - GCV)
Portugal,PT,2023,Pétrole brut,O4100_TOT,Crude oil,9421.822,THS_T,Thousand tonnes
Portugal,PT,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),14407.758,THS_T,Thousand tonnes
Roumanie,RO,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1837.099,THS_T,Thousand tonnes
Roumanie,RO,2019,Gaz naturel,G3000,Natural gas,99372.6,TJ_GCV,Terajoule (gross calorific value - GCV)
Roumanie,RO,2019,Pétrole brut,O4100_TOT,Crude oil,8664.876,THS_T,Thousand tonnes
Roumanie,RO,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),12205.905,THS_T,Thousand tonnes
Roumanie,RO,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1289.266,THS_T,Thousand tonnes
Roumanie,RO,2020,Gaz naturel,G3000,Natural gas,79479.534,TJ_GCV,Terajoule (gross calorific value - GCV)
Roumanie,RO,2020,Pétrole brut,O4100_TOT,Crude oil,7073.441,THS_T,Thousand tonnes
Roumanie,RO,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),10859.059,THS_T,Thousand tonnes
Roumanie,RO,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1611.903,THS_T,Thousand tonnes
Roumanie,RO,2021,Gaz naturel,G3000,Natural gas,132121.922,TJ_GCV,Terajoule (gross calorific value - GCV)
Roumanie,RO,2021,Pétrole brut,O4100_TOT,Crude oil,6823.41,THS_T,Thousand tonnes
Roumanie,RO,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),11342.615,THS_T,Thousand tonnes
Roumanie,RO,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,1247.281,THS_T,Thousand tonnes
Roumanie,RO,2022,Gaz naturel,G3000,Natural gas,105671.728,TJ_GCV,Terajoule (gross calorific value - GCV)
Roumanie,RO,2022,Pétrole brut,O4100_TOT,Crude oil,8704.672,THS_T,Thousand tonnes
Roumanie,RO,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),12656.622,THS_T,Thousand tonnes
Roumanie,RO,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,641.399,THS_T,Thousand tonnes
Roumanie,RO,2023,Gaz naturel,G3000,Natural gas,99079.178,TJ_GCV,Terajoule (gross calorific value - GCV)
Roumanie,RO,2023,Pétrole brut,O4100_TOT,Crude oil,7371.768,THS_T,Thousand tonnes
Roumanie,RO,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),12202.24,THS_T,Thousand tonnes
Royaume-Uni,UK,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,7404.0,THS_T,Thousand tonnes
Royaume-Uni,UK,2019,Gaz naturel,G3000,Natural gas,1864485.126,TJ_GCV,Terajoule (gross calorific value - GCV)
Royaume-Uni,UK,2019,Pétrole brut,O4100_TOT,Crude oil,44563.508,THS_T,Thousand tonnes
Royaume-Uni,UK,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),85632.096,THS_T,Thousand tonnes
Slovaquie,SK,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,4133.0,THS_T,Thousand tonnes
Slovaquie,SK,2019,Gaz naturel,G3000,Natural gas,259722.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovaquie,SK,2019,Pétrole brut,O4100_TOT,Crude oil,5143.0,THS_T,Thousand tonnes
Slovaquie,SK,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7004.0,THS_T,Thousand tonnes
Slovaquie,SK,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,3222.0,THS_T,Thousand tonnes
Slovaquie,SK,2020,Gaz naturel,G3000,Natural gas,167459.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovaquie,SK,2020,Pétrole brut,O4100_TOT,Crude oil,5655.0,THS_T,Thousand tonnes
Slovaquie,SK,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7287.0,THS_T,Thousand tonnes
Slovaquie,SK,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,3786.0,THS_T,Thousand tonnes
Slovaquie,SK,2021,Gaz naturel,G3000,Natural gas,198621.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovaquie,SK,2021,Pétrole brut,O4100_TOT,Crude oil,5467.0,THS_T,Thousand tonnes
Slovaquie,SK,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7141.0,THS_T,Thousand tonnes
Slovaquie,SK,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,3698.0,THS_T,Thousand tonnes
Slovaquie,SK,2022,Gaz naturel,G3000,Natural gas,242167.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovaquie,SK,2022,Pétrole brut,O4100_TOT,Crude oil,5459.0,THS_T,Thousand tonnes
Slovaquie,SK,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7173.0,THS_T,Thousand tonnes
Slovaquie,SK,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,3423.0,THS_T,Thousand tonnes
Slovaquie,SK,2023,Gaz naturel,G3000,Natural gas,177443.0,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovaquie,SK,2023,Pétrole brut,O4100_TOT,Crude oil,5418.0,THS_T,Thousand tonnes
Slovaquie,SK,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),7632.0,THS_T,Thousand tonnes
Slovénie,SI,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,459.297,THS_T,Thousand tonnes
Slovénie,SI,2019,Gaz naturel,G3000,Natural gas,34026.579,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovénie,SI,2019,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Slovénie,SI,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),4875.083,THS_T,Thousand tonnes
Slovénie,SI,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,387.617,THS_T,Thousand tonnes
Slovénie,SI,2020,Gaz naturel,G3000,Natural gas,34003.863,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovénie,SI,2020,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Slovénie,SI,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),4014.539,THS_T,Thousand tonnes
Slovénie,SI,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,205.022,THS_T,Thousand tonnes
Slovénie,SI,2021,Gaz naturel,G3000,Natural gas,35859.1,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovénie,SI,2021,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Slovénie,SI,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),3849.21,THS_T,Thousand tonnes
Slovénie,SI,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,466.481,THS_T,Thousand tonnes
Slovénie,SI,2022,Gaz naturel,G3000,Natural gas,31626.129,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovénie,SI,2022,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Slovénie,SI,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),4610.0,THS_T,Thousand tonnes
Slovénie,SI,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,451.546,THS_T,Thousand tonnes
Slovénie,SI,2023,Gaz naturel,G3000,Natural gas,30497.841,TJ_GCV,Terajoule (gross calorific value - GCV)
Slovénie,SI,2023,Pétrole brut,O4100_TOT,Crude oil,0.0,THS_T,Thousand tonnes
Slovénie,SI,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),4485.883,THS_T,Thousand tonnes
Suède,SE,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2824.0,THS_T,Thousand tonnes
Suède,SE,2019,Gaz naturel,G3000,Natural gas,45694.733,TJ_GCV,Terajoule (gross calorific value - GCV)
Suède,SE,2019,Pétrole brut,O4100_TOT,Crude oil,16351.0,THS_T,Thousand tonnes
Suède,SE,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),24815.624,THS_T,Thousand tonnes
Suède,SE,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2158.0,THS_T,Thousand tonnes
Suède,SE,2020,Gaz naturel,G3000,Natural gas,60377.932,TJ_GCV,Terajoule (gross calorific value - GCV)
Suède,SE,2020,Pétrole brut,O4100_TOT,Crude oil,17675.763,THS_T,Thousand tonnes
Suède,SE,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),26107.979,THS_T,Thousand tonnes
Suède,SE,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2281.0,THS_T,Thousand tonnes
Suède,SE,2021,Gaz naturel,G3000,Natural gas,49903.647,TJ_GCV,Terajoule (gross calorific value - GCV)
Suède,SE,2021,Pétrole brut,O4100_TOT,Crude oil,17952.524,THS_T,Thousand tonnes
Suède,SE,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),25243.763,THS_T,Thousand tonnes
Suède,SE,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2277.0,THS_T,Thousand tonnes
Suède,SE,2022,Gaz naturel,G3000,Natural gas,30425.507,TJ_GCV,Terajoule (gross calorific value - GCV)
Suède,SE,2022,Pétrole brut,O4100_TOT,Crude oil,18846.611,THS_T,Thousand tonnes
Suède,SE,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),26719.845,THS_T,Thousand tonnes
Suède,SE,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,2038.0,THS_T,Thousand tonnes
Suède,SE,2023,Gaz naturel,G3000,Natural gas,36267.929,TJ_GCV,Terajoule (gross calorific value - GCV)
Suède,SE,2023,Pétrole brut,O4100_TOT,Crude oil,17329.288,THS_T,Thousand tonnes
Suède,SE,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),25708.523,THS_T,Thousand tonnes
Tchéquie,CZ,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,4449.049,THS_T,Thousand tonnes
Tchéquie,CZ,2019,Gaz naturel,G3000,Natural gas,365476.39,TJ_GCV,Terajoule (gross calorific value - GCV)
Tchéquie,CZ,2019,Pétrole brut,O4100_TOT,Crude oil,7738.0,THS_T,Thousand tonnes
Tchéquie,CZ,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),11665.0,THS_T,Thousand tonnes
Tchéquie,CZ,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,4318.885,THS_T,Thousand tonnes
Tchéquie,CZ,2020,Gaz naturel,G3000,Natural gas,291223.427,TJ_GCV,Terajoule (gross calorific value - GCV)
Tchéquie,CZ,2020,Pétrole brut,O4100_TOT,Crude oil,6174.0,THS_T,Thousand tonnes
Tchéquie,CZ,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),10335.0,THS_T,Thousand tonnes
Tchéquie,CZ,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,5443.2,THS_T,Thousand tonnes
Tchéquie,CZ,2021,Gaz naturel,G3000,Natural gas,334153.238,TJ_GCV,Terajoule (gross calorific value - GCV)
Tchéquie,CZ,2021,Pétrole brut,O4100_TOT,Crude oil,6841.0,THS_T,Thousand tonnes
Tchéquie,CZ,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),11176.0,THS_T,Thousand tonnes
Tchéquie,CZ,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,5379.615,THS_T,Thousand tonnes
Tchéquie,CZ,2022,Gaz naturel,G3000,Natural gas,334473.513,TJ_GCV,Terajoule (gross calorific value - GCV)
Tchéquie,CZ,2022,Pétrole brut,O4100_TOT,Crude oil,7425.0,THS_T,Thousand tonnes
Tchéquie,CZ,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),11341.0,THS_T,Thousand tonnes
Tchéquie,CZ,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,4404.284,THS_T,Thousand tonnes
Tchéquie,CZ,2023,Gaz naturel,G3000,Natural gas,268039.374,TJ_GCV,Terajoule (gross calorific value - GCV)
Tchéquie,CZ,2023,Pétrole brut,O4100_TOT,Crude oil,7406.0,THS_T,Thousand tonnes
Tchéquie,CZ,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),11413.0,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2019,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,137029.826,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2019,Gaz naturel,G3000,Natural gas,15513400.644,TJ_GCV,Terajoule (gross calorific value - GCV)
Union européenne (27 pays),EU27_2020,2019,Pétrole brut,O4100_TOT,Crude oil,507158.926,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2019,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),845808.14,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2020,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,96962.455,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2020,Gaz naturel,G3000,Natural gas,13931306.07,TJ_GCV,Terajoule (gross calorific value - GCV)
Union européenne (27 pays),EU27_2020,2020,Pétrole brut,O4100_TOT,Crude oil,439359.192,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2020,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),743736.523,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2021,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,115396.272,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2021,Gaz naturel,G3000,Natural gas,14440003.196,TJ_GCV,Terajoule (gross calorific value - GCV)
Union européenne (27 pays),EU27_2020,2021,Pétrole brut,O4100_TOT,Crude oil,446453.508,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2021,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),769532.434,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2022,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,138151.096,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2022,Gaz naturel,G3000,Natural gas,15604811.554,TJ_GCV,Terajoule (gross calorific value - GCV)
Union européenne (27 pays),EU27_2020,2022,Pétrole brut,O4100_TOT,Crude oil,479642.139,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2022,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),807687.048,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2023,Combustibles fossiles solides (charbon),C0000X0350-0370,Solid fossil fuels,101894.241,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2023,Gaz naturel,G3000,Natural gas,13914942.989,TJ_GCV,Terajoule (gross calorific value - GCV)
Union européenne (27 pays),EU27_2020,2023,Pétrole brut,O4100_TOT,Crude oil,471568.343,THS_T,Thousand tonnes
Union européenne (27 pays),EU27_2020,2023,Pétrole et produits pétroliers,O4000XBIO,Oil and petroleum products (excluding biofuel portion),784221.099,THS_T,Thousand tonnes
